No,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,Manufacture Date
180,Hyundai Creta 1.6 VTVT S,8.90 Lakh,"28,840 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats,"October 25, 2016"
181,Maruti Swift Dzire AMT ZXI,6.90 Lakh,"51,500 kms",Petrol,Automatic,1st Owner,2019,1197 cc,5 Seats,"August 28, 2019"
182,Maruti S-Presso VXI Plus AT 2019-2022,4.80 Lakh,"41,370 kms",Petrol,Automatic,1st Owner,2020,998 cc,5 Seats,"January 05, 2020"
183,Hyundai Creta 1.6 VTVT S,8.75 Lakh,"41,266 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats,"September 16, 2016"
184,Hyundai Verna VTVT 1.6 AT SX Option,9.90 Lakh,"31,740 kms",Petrol,Automatic,1st Owner,2018,1591 cc,5 Seats,"May 26, 2018"
185,Maruti Ciaz VXi Plus,6.15 Lakh,"77,876 kms",Petrol,Manual,1st Owner,2015,1373 cc,5 Seats,"November 24, 2015"
186,Skoda Kushaq 1.5 TSI Style,20.50 Lakh,"9,500 kms",Petrol,Manual,1st Owner,2022,1498 cc,5 Seats,"September 05, 2022"
187,Hyundai Grand i10 1.2 Kappa Sportz Option AT,6.25 Lakh,"28,387 kms",Petrol,Automatic,1st Owner,2019,1197 cc,5 Seats,"March 09, 2019"
188,Mercedes-Benz M-Class ML 350 CDI,27 Lakh,"1,20,000 kms",Diesel,Automatic,2nd Owner,2015,2987 cc,5 Seats,"January 23, 2015"
189,Hyundai Grand i10 Magna,4.50 Lakh,"20,000 kms",Petrol,Manual,2nd Owner,2017,1197 cc,5 Seats,"November 10, 2017"
190,Mercedes-Benz C-Class Progressive C 220d,42.50 Lakh,"30,686 kms",Diesel,Automatic,1st Owner,2020,1950 cc,5 Seats,"April 22, 2020"
191,Tata Indica eV2 DL BSIII,1 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2013,1396 cc,5 Seats,"December 14, 2013"
192,Mahindra Bolero Power Plus SLE,6 Lakh,"1,84,000 kms",Diesel,Manual,2nd Owner,2018,1493 cc,7 Seats,"October 03, 2018"
193,Honda City 1.5 S AT,4 Lakh,"40,000 kms",Petrol,Automatic,1st Owner,2009,1497 cc,5 Seats,"April 28, 2009"
194,Maruti Ciaz Delta Diesel,6.25 Lakh,"55,000 kms",Diesel,Manual,1st Owner,2015,1248 cc,5 Seats,"February 28, 2015"
195,Hyundai Grand i10 1.2 Kappa Sportz Option,5.75 Lakh,"38,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats,"January 27, 2019"
196,Audi Q3 30 TFSI Premium FWD,23.50 Lakh,"40,000 kms",Petrol,Automatic,1st Owner,2017,1395 cc,5 Seats,"November 02, 2017"
197,Hyundai Santro GS zipDrive - Euro II,1.35 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2006,999 cc,5 Seats,"December 06, 2006"
198,Mahindra Bolero SLX,3 Lakh,"1,10,000 kms",Diesel,Manual,3rd Owner,2009,2523 cc,7 Seats,"May 24, 2009"
199,Maruti Swift LDI,2.10 Lakh,"1,43,000 kms",Diesel,Manual,2nd Owner,2011,1248 cc,5 Seats,"August 06, 2011"
200,Tata Indica Aqua 1.3 Quadrajet BSIV,1.25 Lakh,"1,10,000 kms",Diesel,Manual,3rd Owner,2012,1248 cc,5 Seats,"June 12, 2012"
201,Mahindra KUV 100 mFALCON D75 K4 Plus,4.75 Lakh,"58,000 kms",Diesel,Manual,1st Owner,2017,1198 cc,6 Seats,"September 01, 2017"
202,Honda City i VTEC SV,5.50 Lakh,"65,000 kms",Petrol,Manual,2nd Owner,2014,1497 cc,5 Seats,"September 20, 2014"
203,Tata Harrier XZ Plus,17 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2021,1956 cc,5 Seats,"February 06, 2021"
204,Tata Zest Revotron 1.2 XT,3.49 Lakh,"55,000 kms",Petrol,Manual,1st Owner,2015,1193 cc,5 Seats,"June 04, 2015"
205,Land Rover Discovery Sport R-Dynamic SE Diesel,70 Lakh,"19,500 kms",Diesel,Automatic,1st Owner,2021,1999 cc,7 Seats,"January 22, 2021"
206,Mahindra XUV500 AT W10 FWD,9.25 Lakh,"78,000 kms",Diesel,Automatic,2nd Owner,2016,2179 cc,7 Seats,"February 19, 2016"
207,Honda City V MT,3.90 Lakh,"58,000 kms",Petrol,Manual,1st Owner,2010,1497 cc,5 Seats,"July 13, 2010"
208,Mahindra XUV500 W10 2WD,10.25 Lakh,"91,000 kms",Diesel,Manual,1st Owner,2017,2179 cc,7 Seats,"March 07, 2017"
209,Mahindra XUV500 AT W10 1.99 mHawk,11.25 Lakh,"30,000 kms",Diesel,Automatic,1st Owner,2016,1997 cc,7 Seats,"August 18, 2016"
210,Maruti Baleno 1.2 Zeta,7.25 Lakh,"44,153 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,"May 04, 2018"
211,Mercedes-Benz C-Class C 250d Avantgarde Edition C,34.50 Lakh,"21,000 kms",Diesel,Automatic,1st Owner,2018,2143 cc,5 Seats,"August 03, 2018"
212,Kia Seltos HTX G,14 Lakh,"19,000 kms",Petrol,Manual,1st Owner,2020,1497 cc,5 Seats,"September 19, 2020"
213,Hyundai Alcazar Signature Diesel AT,19.50 Lakh,"27,300 kms",Diesel,Automatic,1st Owner,2021,1493 cc,6 Seats,"February 08, 2021"
214,Skoda Superb Laurin & klement,34 Lakh,"31,001 kms",Petrol,Automatic,1st Owner,2021,1984 cc,5 Seats,"March 26, 2021"
215,Renault KWID 1.0 RXT,3.10 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2017,999 cc,5 Seats,"July 08, 2017"
216,Maruti Wagon R LXI BSII,1.30 Lakh,"77,000 kms",Petrol,Manual,2nd Owner,2005,998 cc,5 Seats,"April 18, 2005"
217,Maruti Swift Dzire AMT VXI,6.50 Lakh,"53,000 kms",Petrol,Automatic,1st Owner,2018,1197 cc,5 Seats,"March 24, 2018"
218,Datsun RediGO S,2.75 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2017,799 cc,5 Seats,"May 18, 2017"
219,Honda Brio S Option MT,3.50 Lakh,"72,000 kms",Petrol,Manual,1st Owner,2013,1198 cc,5 Seats,"December 07, 2013"
220,Hyundai Creta 1.6 VTVT S,8.90 Lakh,"26,000 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats,"July 04, 2016"
221,Honda Amaze S i-Dtech,4.25 Lakh,"66,000 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats,"December 19, 2015"
222,Jaguar XF 2.2 Litre Luxury,22 Lakh,"69,619 kms",Diesel,Automatic,1st Owner,2014,2179 cc,5 Seats,"November 23, 2014"
223,Maruti Alto K10 VXI AMT,4.30 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2018,998 cc,5 Seats,"September 26, 2018"
224,Maruti Wagon R LXI Minor,2.11 Lakh,"61,000 kms",Petrol,Manual,1st Owner,2009,1061 cc,5 Seats,"October 02, 2009"
225,Renault Duster 110PS Diesel RxZ AMT,9.75 Lakh,"31,000 kms",Diesel,Automatic,1st Owner,2018,1461 cc,5 Seats,"September 08, 2018"
226,Volkswagen Polo GT TSI,6.25 Lakh,"66,000 kms",Petrol,Automatic,1st Owner,2015,1197 cc,5 Seats,"September 27, 2015"
227,Land Rover Discovery Sport R-Dynamic SE,72 Lakh,"7,700 kms",Petrol,Automatic,1st Owner,2021,1997 cc,7 Seats,"November 19, 2021"
228,Mahindra XUV700 AX3 AT,17.50 Lakh,"9,000 kms",Petrol,Automatic,1st Owner,2022,1999 cc,5 Seats,"November 08, 2022"
229,Tata Tigor 1.2 Revotron XT,3.40 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2017,1199 cc,5 Seats,"June 08, 2017"
230,Skoda Fabia 1.2 MPI Active,1.10 Lakh,"1,10,000 kms",Petrol,Manual,3rd Owner,2009,1198 cc,5 Seats,"March 27, 2009"
231,Kia Seltos HTX Plus AT D,16.75 Lakh,"51,001 kms",Diesel,Automatic,1st Owner,2020,1493 cc,5 Seats,"August 10, 2020"
232,Jeep Compass 2.0 Limited Plus AT,21 Lakh,"56,207 kms",Diesel,Automatic,1st Owner,2020,1956 cc,5 Seats,"March 22, 2020"
233,Mercedes-Benz GLA Class 200 d Sport,26.90 Lakh,"58,000 kms",Diesel,Automatic,1st Owner,2019,2143 cc,5 Seats,"September 26, 2019"
234,Hyundai i20 Diesel Sportz,6.50 Lakh,"73,290 kms",Diesel,Manual,1st Owner,2018,1396 cc,5 Seats,"August 06, 2018"
235,Hyundai Verna 1.6 CRDi S,7.90 Lakh,"44,283 kms",Diesel,Manual,1st Owner,2017,1582 cc,5 Seats,"March 10, 2017"
236,Maruti Celerio VXI AT,4.25 Lakh,"48,000 kms",Petrol,Automatic,1st Owner,2016,998 cc,5 Seats,"May 17, 2016"
237,Honda City 1.5 S MT,3.40 Lakh,"1,07,500 kms",Petrol,Manual,3rd Owner,2010,1497 cc,5 Seats,"February 18, 2010"
238,Maruti Swift 1.3 LXI,"99,999","80,000 kms",Petrol,Manual,3rd Owner,2007,1298 cc,5 Seats,"April 13, 2007"
239,Maruti SX4 Celebration Petrol,2 Lakh,"90,000 kms",Petrol,Manual,2nd Owner,2009,1586 cc,5 Seats,"February 20, 2009"
240,Maruti Vitara Brezza LXI,7.75 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2021,1462 cc,5 Seats,"March 23, 2021"
241,Maruti Wagon R LXI BS IV,2.15 Lakh,"1,20,000 kms",Petrol,Manual,1st Owner,2011,998 cc,5 Seats,"August 13, 2011"
242,Maruti Wagon R LXI BS IV,2.37 Lakh,"1,20,000 kms",Petrol,Manual,1st Owner,2011,998 cc,5 Seats,"July 22, 2011"
243,Maruti Zen LX,"55,000","90,000 kms",Petrol,Manual,3rd Owner,2002,993 cc,5 Seats,"September 01, 2002"
244,Mahindra KUV 100 NXT G80 K2,4.25 Lakh,"46,000 kms",Petrol,Manual,1st Owner,2018,1198 cc,6 Seats,"August 24, 2018"
245,Nissan Sunny XL D,5.75 Lakh,"28,000 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats,"March 15, 2017"
246,Honda WR-V SV,8.25 Lakh,"24,000 kms",Petrol,Manual,1st Owner,2020,1199 cc,5 Seats,"February 02, 2020"
247,Honda WR-V i-VTEC S,6.90 Lakh,"23,000 kms",Petrol,Manual,1st Owner,2018,1199 cc,5 Seats,"April 06, 2018"
248,Honda WR-V i-VTEC VX,7.75 Lakh,"24,300 kms",Petrol,Manual,1st Owner,2018,1199 cc,5 Seats,"March 04, 2018"
249,Honda WR-V i-VTEC VX,7.90 Lakh,"51,000 kms",Petrol,Manual,1st Owner,2019,1199 cc,5 Seats,"December 07, 2019"
250,Kia Seltos GTX Plus DCT,14.90 Lakh,"6,000 kms",Petrol,Automatic,1st Owner,2020,1353 cc,5 Seats,"May 27, 2020"
251,Kia Seltos GTX Plus DCT,17.25 Lakh,"12,600 kms",Petrol,Automatic,1st Owner,2021,1353 cc,5 Seats,"April 20, 2021"
252,Jeep Meridian Limited Opt AT 4x4,37 Lakh,"3,500 kms",Diesel,Automatic,1st Owner,2022,1956 cc,7 Seats,"July 21, 2022"
253,Hyundai i10 Era,2.30 Lakh,"1,20,000 kms",Petrol,Manual,1st Owner,2011,1086 cc,5 Seats,"June 02, 2011"
254,Hyundai Grand i10 Nios Sportz CNG,7.50 Lakh,"5,000 kms",Cng,Manual,1st Owner,2022,1197 cc,5 Seats,"October 08, 2022"
255,Hyundai Santro Xing GLS,1.35 Lakh,"1,20,000 kms",Petrol,Manual,4th Owner,2010,1086 cc,5 Seats,"October 08, 2010"
256,Honda Jazz V CVT,6.95 Lakh,"40,000 kms",Petrol,Automatic,1st Owner,2018,1199 cc,5 Seats,"March 24, 2018"
257,Honda City i-VTEC V,7.85 Lakh,"96,000 kms",Petrol,Manual,1st Owner,2018,1497 cc,5 Seats,"February 26, 2018"
258,Honda City 1.5 S MT,3.25 Lakh,"67,000 kms",Petrol,Manual,2nd Owner,2010,1497 cc,5 Seats,"March 07, 2010"
259,Honda City i-VTEC V,7.90 Lakh,"72,000 kms",Petrol,Manual,1st Owner,2018,1497 cc,5 Seats,"December 07, 2018"
260,Hyundai i10 Magna,3.21 Lakh,"89,000 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats,"November 18, 2013"
261,Volkswagen Polo Diesel Trendline 1.2L,3.30 Lakh,"64,000 kms",Diesel,Manual,1st Owner,2011,1199 cc,5 Seats,"August 12, 2011"
262,Maruti Swift Vdi BSIII,2 Lakh,"1,20,000 kms",Diesel,Manual,3rd Owner,2010,1248 cc,5 Seats,"April 25, 2010"
263,Honda Jazz 1.2 SV i VTEC,5.40 Lakh,"42,000 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats,"February 12, 2017"
264,Datsun RediGO T,2.70 Lakh,"55,000 kms",Petrol,Manual,1st Owner,2017,799 cc,5 Seats,"October 20, 2017"
265,Hyundai Santro Era Executive BSIV,4.95 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats,"December 16, 2019"
266,Tata Hexa XTA,10 Lakh,"86,500 kms",Diesel,Automatic,2nd Owner,2017,2179 cc,7 Seats,"July 05, 2017"
267,Honda CR-V 2.4L 4WD AT,10.50 Lakh,"59,000 kms",Petrol,Automatic,1st Owner,2014,2354 cc,5 Seats,"July 18, 2014"
268,Hyundai EON Era Plus,3.10 Lakh,"15,000 kms",Petrol,Manual,1st Owner,2018,814 cc,5 Seats,"March 15, 2018"
269,Mahindra Scorpio S7 140 BSIV,12 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2019,2179 cc,7 Seats,"November 09, 2019"
270,Volkswagen Polo ALLSTAR 1.2 MPI,6 Lakh,"50,000 kms",Petrol,Manual,2nd Owner,2017,1198 cc,5 Seats,"December 21, 2017"
271,Chevrolet Cruze LT,3 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2012,1991 cc,5 Seats,"November 26, 2012"
272,Tata Nexon XMA AMT,9.25 Lakh,"13,700 kms",Petrol,Automatic,1st Owner,2021,1199 cc,5 Seats,"September 24, 2021"
273,Maruti Swift VXI BSIV,5.70 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats,"April 07, 2019"
274,Ford Ecosport Sports Diesel,11 Lakh,"20,000 kms",Diesel,Manual,1st Owner,2021,1498 cc,5 Seats,"April 04, 2021"
275,Jaguar XF 2.2 Litre Luxury,18 Lakh,"70,000 kms",Diesel,Automatic,2nd Owner,2014,2179 cc,5 Seats,"November 18, 2014"
276,Tata Indica TDI LX,1 Lakh,"35,000 kms",Diesel,Manual,3rd Owner,2013,1405 cc,5 Seats,"January 15, 2013"
277,Toyota Fortuner 4X4 Diesel AT,43.50 Lakh,"26,629 kms",Diesel,Automatic,1st Owner,2021,2755 cc,7 Seats,"December 23, 2021"
278,Mercedes-Benz C-Class Progressive C 220d,46.50 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2019,1950 cc,5 Seats,"February 26, 2019"
279,Mercedes-Benz GLC Progressive 220d,53.95 Lakh,"33,000 kms",Diesel,Automatic,1st Owner,2019,2143 cc,5 Seats,"October 23, 2019"
280,BMW 3 Series Gran Limousine 330Li M Sport First Edition,61.75 Lakh,"25,000 kms",Petrol,Automatic,1st Owner,2021,1998 cc,5 Seats,"September 01, 2021"
281,Audi Q3 30 TDI,27.95 Lakh,"55,291 kms",Diesel,Manual,1st Owner,2017,1968 cc,5 Seats,"June 05, 2017"
282,Mercedes-Benz C-Class C 220 CDI Avantgarde,16.50 Lakh,"58,500 kms",Diesel,Automatic,1st Owner,2013,2143 cc,5 Seats,"March 08, 2013"
283,Audi Q7 45 TDI Quattro Technology,72.50 Lakh,"15,000 kms",Diesel,Automatic,1st Owner,2018,2967 cc,7 Seats,"December 09, 2018"
284,Renault Duster 85PS Diesel RxL Option,6.50 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2014,1461 cc,5 Seats,"November 07, 2014"
285,Audi Q3 35 TDI Quattro Premium,13 Lakh,"64,000 kms",Diesel,Automatic,2nd Owner,2012,1968 cc,5 Seats,"April 19, 2012"
286,Maruti Zen LXI,4 Lakh,"1,32,596 kms",Petrol,Manual,2nd Owner,2004,993 cc,5 Seats,"July 23, 2004"
287,Maruti Swift VXI BSIII,1.54 Lakh,"99,673 kms",Petrol,Manual,3rd Owner,2008,1298 cc,5 Seats,"February 27, 2008"
288,Tata Nexon EV Prime XZ Plus LUX,4.18 Lakh,"24,374 kms",Electric,Automatic,1st Owner,2021,0 cc,5 Seats,"October 02, 2021"
289,Volkswagen Vento Petrol Highline AT,3.92 Lakh,"69,828 kms",Petrol,Automatic,3rd Owner,2011,1598 cc,5 Seats,"December 26, 2011"
290,Maruti Baleno 1.2 Alpha,5.94 Lakh,"72,820 kms",Petrol,Manual,2nd Owner,2016,1197 cc,5 Seats,"July 10, 2016"
291,Mercedes-Benz C-Class Progressive C 220d,37.24 Lakh,"20,785 kms",Diesel,Automatic,1st Owner,2019,1950 cc,5 Seats,"March 25, 2019"
292,Maruti Swift Dzire VXI AT Optional,5.88 Lakh,"31,172 kms",Petrol,Automatic,2nd Owner,2016,1197 cc,5 Seats,"September 05, 2016"
293,Hyundai Grand i10 Sportz,4.52 Lakh,"24,395 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,"December 21, 2016"
294,MG Hector Sharp DCT,18.25 Lakh,"11,050 kms",Petrol,Automatic,1st Owner,2021,1451 cc,5 Seats,"June 23, 2021"
295,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,7.74 Lakh,"1,23,394 kms",Diesel,Manual,2nd Owner,2013,2494 cc,7 Seats,"September 13, 2013"
296,Maruti Swift ZDi,4.21 Lakh,"1,05,053 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats,"February 13, 2013"
297,Hyundai i20 Sportz,8.44 Lakh,"10,283 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats,"February 27, 2021"
298,Tata Harrier XZ Plus Dark Edition,21.99 Lakh,"2,443 kms",Diesel,Manual,1st Owner,2022,1956 cc,5 Seats,"June 10, 2022"
299,Toyota Fortuner 2.7 2WD AT,31 Lakh,"44,000 kms",Petrol,Automatic,2nd Owner,2019,2694 cc,7 Seats,"July 24, 2019"
300,Audi Q5 3.0 TDI Quattro,9.95 Lakh,"68,000 kms",Diesel,Automatic,3rd Owner,2011,2967 cc,5 Seats,"July 07, 2011"
301,Mahindra Ssangyong Rexton RX7,9.75 Lakh,"72,000 kms",Diesel,Automatic,1st Owner,2013,2696 cc,7 Seats,"October 03, 2013"
302,Hyundai i10 Magna 1.1L,2.25 Lakh,"38,000 kms",Petrol,Manual,1st Owner,2011,1086 cc,5 Seats,"October 18, 2011"
303,Maruti Swift Dzire VXI 1.2 BS IV,6.50 Lakh,"65,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats,"August 14, 2019"
304,Audi Q7 45 TDI Quattro Premium Plus,18.75 Lakh,"43,000 kms",Diesel,Automatic,2nd Owner,2014,2967 cc,7 Seats,"August 15, 2014"
305,Hyundai i10 Sportz 1.1L,4.25 Lakh,"52,000 kms",Petrol,Manual,2nd Owner,2014,1086 cc,5 Seats,"September 01, 2014"
306,Mahindra XUV500 W8 FWD,7.45 Lakh,"1,17,000 kms",Diesel,Manual,1st Owner,2012,2179 cc,7 Seats,"March 07, 2012"
307,Hyundai Verna 1.6 VTVT SX Option,8.25 Lakh,"84,000 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats,"March 05, 2016"
308,Maruti Alto 800 LXI,2.04 Lakh,"45,080 kms",Petrol,Manual,3rd Owner,2015,796 cc,5 Seats,"May 26, 2015"
309,Maruti Eeco 5 Seater AC BSIV,4.70 Lakh,"39,341 kms",Petrol,Manual,1st Owner,2019,1196 cc,5 Seats,"January 27, 2019"
310,Mahindra Scorpio 2.6 Turbo 7 Str,3.30 Lakh,"1,33,000 kms",Diesel,Manual,1st Owner,2007,2609 cc,8 Seats,"February 16, 2007"
311,Mahindra e2o T2,3.21 Lakh,"54,112 kms",Electric,Automatic,1st Owner,2014,0 cc,5 Seats,"June 22, 2014"
312,Hyundai i20 Sportz Plus BSIV,8.20 Lakh,"14,824 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats,"June 11, 2020"
313,Honda City i VTEC VX,9.25 Lakh,"82,500 kms",Petrol,Manual,1st Owner,2017,1497 cc,5 Seats,"January 14, 2017"
314,Kia Seltos HTK Plus G,13.49 Lakh,"17,922 kms",Petrol,Manual,1st Owner,2020,1497 cc,5 Seats,"March 04, 2020"
315,BMW X7 xDrive 40i,1.23 Crore,"13,000 kms",Petrol,Automatic,1st Owner,2019,2998 cc,7 Seats,"October 07, 2019"
316,Mitsubishi Pajero Sport 4X4 AT,16.75 Lakh,"85,000 kms",Diesel,Automatic,1st Owner,2015,2477 cc,6 Seats,"December 07, 2015"
317,Hyundai Grand i10 AT Asta,5.75 Lakh,"67,000 kms",Petrol,Automatic,1st Owner,2015,1197 cc,5 Seats,"June 14, 2015"
318,Honda Jazz V CVT,7.45 Lakh,"35,000 kms",Petrol,Automatic,1st Owner,2018,1199 cc,5 Seats,"April 27, 2018"
319,Maruti Alto 800 LXI,3.45 Lakh,"53,000 kms",Petrol,Manual,1st Owner,2016,796 cc,5 Seats,"July 21, 2016"
320,MG Hector Hybrid Sharp MT,20.75 Lakh,598 kms,Petrol,Manual,1st Owner,2022,1451 cc,5 Seats,"November 28, 2022"
321,Maruti Ertiga ZDI Plus,8.92 Lakh,"75,727 kms",Diesel,Manual,1st Owner,2019,1248 cc,7 Seats,"January 21, 2019"
322,Kia Seltos GTX Plus DCT,18.90 Lakh,"7,000 kms",Petrol,Automatic,1st Owner,2020,1353 cc,5 Seats,"December 06, 2020"
323,Maruti Vitara Brezza ZDi Plus Dual Tone,8.58 Lakh,"62,403 kms",Diesel,Manual,1st Owner,2016,1248 cc,5 Seats,"June 17, 2016"
324,Volkswagen Polo 1.5 TDI Comfortline,4.53 Lakh,"44,487 kms",Diesel,Manual,2nd Owner,2014,1498 cc,5 Seats,"April 06, 2014"
325,Mercedes-Benz C-Class Progressive C 220d,39 Lakh,"24,000 kms",Diesel,Automatic,2nd Owner,2020,1950 cc,5 Seats,"July 18, 2020"
326,Toyota Innova Crysta 2.4 ZX AT,28.50 Lakh,"47,000 kms",Diesel,Automatic,1st Owner,2020,2393 cc,7 Seats,"June 03, 2020"
327,Hyundai i10 Magna 1.1L,1.90 Lakh,"31,212 kms",Petrol,Manual,1st Owner,2008,1086 cc,5 Seats,"April 25, 2008"
328,Skoda Superb Laurin & klement,33.65 Lakh,"17,776 kms",Petrol,Automatic,1st Owner,2020,1984 cc,5 Seats,"August 09, 2020"
329,Hyundai Verna 1.6 CRDi S,6.58 Lakh,"31,837 kms",Diesel,Manual,2nd Owner,2015,1582 cc,5 Seats,"December 08, 2015"
330,Audi A3 35 TDI Premium Plus,25.80 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2020,1968 cc,5 Seats,"September 05, 2020"
331,Maruti Alto LXi BSIII,1.20 Lakh,"78,000 kms",Petrol,Manual,2nd Owner,2006,796 cc,5 Seats,"October 20, 2006"
332,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,11.85 Lakh,"31,000 kms",Petrol,Automatic,1st Owner,2020,1497 cc,5 Seats,"April 12, 2020"
333,Maruti Swift VDI,3.88 Lakh,"1,15,986 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats,"February 12, 2013"
334,Toyota Etios G SP,3.92 Lakh,"73,029 kms",Petrol,Manual,2nd Owner,2014,1496 cc,5 Seats,"July 09, 2014"
335,Hyundai Verna 1.6 SX VTVT AT,6.35 Lakh,"25,000 kms",Petrol,Automatic,2nd Owner,2013,1591 cc,5 Seats,"October 14, 2013"
336,Honda Amaze E i-Dtech,2.44 Lakh,"74,809 kms",Diesel,Manual,1st Owner,2013,1498 cc,5 Seats,"December 16, 2013"
337,Hyundai i20 1.2 Magna,2.72 Lakh,"33,560 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats,"February 18, 2011"
338,Hyundai i10 Sportz AT,2.86 Lakh,"40,821 kms",Petrol,Automatic,1st Owner,2011,1197 cc,5 Seats,"May 04, 2011"
339,Mercedes-Benz C-Class C 220 CDI Celebration Edition,15.75 Lakh,"58,000 kms",Diesel,Automatic,2nd Owner,2014,2143 cc,5 Seats,"August 28, 2014"
340,Ford Figo Petrol EXI,1.63 Lakh,"75,991 kms",Petrol,Manual,2nd Owner,2010,1196 cc,5 Seats,"December 21, 2010"
341,Maruti Swift ZXI ABS,1.78 Lakh,"1,36,432 kms",Petrol,Manual,2nd Owner,2008,1298 cc,5 Seats,"March 15, 2008"
342,Maruti Alto LXi BSIII,"84,778","70,229 kms",Petrol,Manual,4th Owner,2008,796 cc,5 Seats,"July 27, 2008"
343,Toyota Innova Crysta 2.8 GX AT 8S BSIV,17.25 Lakh,"83,000 kms",Diesel,Automatic,2nd Owner,2016,2755 cc,8 Seats,"May 03, 2016"
344,Hyundai Santro Xing GLS,1.11 Lakh,"51,915 kms",Petrol,Manual,1st Owner,2008,1086 cc,5 Seats,"September 06, 2008"
345,Volkswagen Polo GT TSI,5.50 Lakh,"63,100 kms",Petrol,Automatic,2nd Owner,2014,1197 cc,5 Seats,"August 13, 2014"
346,Mercedes-Benz GLE 250d,48 Lakh,"54,000 kms",Diesel,Automatic,2nd Owner,2017,2143 cc,5 Seats,"October 04, 2017"
347,BMW X1 sDrive20d xLine,45.50 Lakh,"9,000 kms",Diesel,Automatic,1st Owner,2021,1995 cc,5 Seats,"August 08, 2021"
348,Hyundai Santro Xing GL Plus,3.25 Lakh,"46,833 kms",Petrol,Manual,1st Owner,2012,1086 cc,5 Seats,"March 23, 2012"
349,Hyundai Verna 1.6 CRDi EX MT,5.25 Lakh,"78,744 kms",Diesel,Manual,2nd Owner,2012,1582 cc,5 Seats,"December 21, 2012"
350,Maruti Swift VDI BSIV,4.90 Lakh,"79,542 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats,"January 13, 2014"
351,Honda City 1.5 V AT,4.60 Lakh,"96,000 kms",Petrol,Automatic,2nd Owner,2010,1497 cc,5 Seats,"November 20, 2010"
352,Kia Sonet GTX Plus Turbo iMT,13.25 Lakh,"13,000 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats,"March 18, 2021"
353,Maruti Swift VDI BSIV,3.80 Lakh,"44,521 kms",Diesel,Manual,1st Owner,2010,1248 cc,5 Seats,"September 13, 2010"
354,Hyundai Grand i10 1.2 Kappa Sportz Option AT,5.47 Lakh,"29,927 kms",Petrol,Automatic,2nd Owner,2017,1197 cc,5 Seats,"May 01, 2017"
355,Honda CR-V 2.0L 2WD AT,19.75 Lakh,"48,019 kms",Petrol,Automatic,1st Owner,2017,1997 cc,5 Seats,"April 28, 2017"
356,Hyundai Grand i10 Asta Option,6.75 Lakh,"27,311 kms",Petrol,Manual,2nd Owner,2017,1197 cc,5 Seats,"October 06, 2017"
357,Mahindra XUV500 W11 Option AWD,20.50 Lakh,"14,000 kms",Diesel,Manual,1st Owner,2021,2179 cc,7 Seats,"May 17, 2021"
358,Hyundai i10 Magna 1.2,3.15 Lakh,"64,640 kms",Petrol,Manual,1st Owner,2009,1197 cc,5 Seats,"June 12, 2009"
359,Honda City i VTEC S,4.99 Lakh,"96,505 kms",Petrol,Manual,2nd Owner,2012,1497 cc,5 Seats,"March 27, 2012"
