No,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,Manufacture Date
4726,Hyundai i10 Magna,2.57 Lakh,"84,561 kms",Petrol,Manual,2nd Owner,2013,1199 cc,5 Seats,"November 08, 2013"
4727,Maruti Swift Dzire VXI,3.98 Lakh,"94,479 kms",Petrol,Manual,2nd Owner,2015,1248 cc,5 Seats,"July 19, 2015"
4728,Hyundai i20 Sportz 1.2,3.71 Lakh,"65,723 kms",Petrol,Manual,1st Owner,2014,1599 cc,5 Seats,"January 19, 2014"
4729,Hyundai i20 1.2 Asta Option,5.88 Lakh,"1,20,707 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats,"September 08, 2018"
4730,Maruti Ertiga SHVS VDI,6.27 Lakh,"95,873 kms",Diesel,Manual,2nd Owner,2016,1197 cc,5 Seats,"April 26, 2016"
4731,Volkswagen Vento Diesel Highline,2.31 Lakh,"98,439 kms",Diesel,Manual,3rd Owner,2011,1086 cc,5 Seats,"May 26, 2011"
4732,Hyundai EON Magna Optional,1.60 Lakh,"80,310 kms",Petrol,Manual,1st Owner,2011,1248 cc,5 Seats,"December 01, 2011"
4733,Volkswagen Polo 1.2 MPI Comfortline,4.54 Lakh,"23,677 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,"August 17, 2016"
4734,Maruti Swift Dzire VDI,5.28 Lakh,"1,36,782 kms",Diesel,Manual,1st Owner,2017,1196 cc,5 Seats,"December 02, 2017"
4735,Hyundai Verna Transform Xi,2.80 Lakh,"76,491 kms",Petrol,Manual,1st Owner,2010,1197 cc,5 Seats,"August 07, 2010"
4736,Maruti Ertiga SHVS ZDI Plus,7.75 Lakh,"45,991 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats,"February 27, 2017"
4737,Hyundai Grand i10 1.2 Kappa Magna BSIV,4.96 Lakh,"13,481 kms",Petrol,Manual,1st Owner,2019,998 cc,5 Seats,"October 18, 2019"
4738,Hyundai Santro Xing GLS,1.28 Lakh,"77,414 kms",Petrol,Manual,3rd Owner,2009,1186 cc,7 Seats,"March 10, 2009"
4739,Maruti Swift Dzire VDI,4.20 Lakh,"48,182 kms",Diesel,Manual,1st Owner,2014,1248 cc,5 Seats,"February 15, 2014"
4740,Hyundai i10 Magna 1.2,1.99 Lakh,"42,262 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats,"June 25, 2010"
4741,Maruti Eeco 5 Seater AC BSIV,1.93 Lakh,"1,26,761 kms",Petrol,Manual,2nd Owner,2013,1498 cc,5 Seats,"August 16, 2013"
4742,Maruti Swift Dzire VXI,3.18 Lakh,"84,080 kms",Petrol,Manual,2nd Owner,2013,1120 cc,5 Seats,"February 18, 2013"
4743,Hyundai i10 Sportz,2.17 Lakh,"55,961 kms",Petrol,Manual,3rd Owner,2011,1997 cc,5 Seats,"December 22, 2011"
4744,Maruti Wagon R VXI,5 Lakh,"46,567 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats,"November 05, 2020"
4745,Hyundai Xcent 1.2 CRDi SX,6.25 Lakh,"42,000 kms",Diesel,Manual,1st Owner,2018,0 cc,5 Seats,"November 02, 2018"
4746,Maruti Ciaz ZDi,6.11 Lakh,"79,000 kms",Diesel,Manual,1st Owner,2015,1461 cc,7 Seats,"January 09, 2015"
4747,Maruti Wagon R LXI BS IV,3.11 Lakh,"1,14,478 kms",Petrol,Manual,1st Owner,2017,1422 cc,5 Seats,"September 24, 2017"
4748,Honda WR-V i-DTEC VX,7.13 Lakh,"1,04,931 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats,"March 02, 2018"
4749,Hyundai Grand i10 CRDi Magna,3.68 Lakh,"63,467 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats,"November 21, 2015"
4750,Mahindra Scorpio 1.99 S10,10 Lakh,"75,000 kms",Diesel,Manual,2nd Owner,2016,1197 cc,5 Seats,"August 28, 2016"
4751,Hyundai i20 Asta Option CVT,8.20 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2020,2179 cc,5 Seats,"December 02, 2020"
4752,Tata Nexon EV Prime XZ Plus Dark Edition,13.39 Lakh,"8,397 kms",Electric,Automatic,1st Owner,2022,1186 cc,5 Seats,"June 07, 2022"
4753,Renault Duster 85PS Diesel RxL Optional,4.07 Lakh,"1,37,286 kms",Diesel,Manual,1st Owner,2014,1499 cc,5 Seats,"July 05, 2014"
4754,Skoda Fabia 1.4 TDI Ambiente,1.16 Lakh,"1,05,768 kms",Diesel,Manual,3rd Owner,2010,1120 cc,5 Seats,"May 07, 2010"
4755,Hyundai i20 Sportz Plus,6.75 Lakh,"48,000 kms",Petrol,Manual,1st Owner,2019,1498 cc,5 Seats,"March 28, 2019"
4756,Volkswagen Vento 1.5 TDI Highline AT,8.50 Lakh,"74,088 kms",Diesel,Automatic,1st Owner,2016,1598 cc,5 Seats,"January 25, 2016"
4757,Maruti Eeco 5 Seater AC,5.35 Lakh,"38,000 kms",Petrol,Manual,1st Owner,2019,1497 cc,5 Seats,"October 11, 2019"
4758,Mahindra XUV500 W10 2WD,8.50 Lakh,"66,000 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats,"April 22, 2015"
4759,Hyundai Grand i10 1.2 CRDi Sportz,4.95 Lakh,"52,000 kms",Diesel,Manual,1st Owner,2018,1196 cc,5 Seats,"March 19, 2018"
4760,Ford Aspire Titanium Plus Diesel,4.50 Lakh,"54,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,"September 01, 2015"
4761,Hyundai Grand i10 CRDi Magna,4.50 Lakh,"54,000 kms",Diesel,Manual,1st Owner,2016,998 cc,5 Seats,"September 13, 2016"
4762,Volkswagen Vento 1.5 TDI Highline Plus,8.75 Lakh,"55,000 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats,"October 13, 2017"
4763,Volkswagen Vento Diesel Highline,4.95 Lakh,"68,000 kms",Diesel,Manual,1st Owner,2014,2354 cc,5 Seats,"September 11, 2014"
4764,Ford Ecosport 1.5 Petrol Ambiente BSIV,5.73 Lakh,"26,339 kms",Petrol,Manual,3rd Owner,2018,1248 cc,8 Seats,"May 28, 2018"
4765,Ford Ecosport Sports Diesel,10.93 Lakh,"50,044 kms",Diesel,Manual,1st Owner,2021,1197 cc,5 Seats,"December 21, 2021"
4766,Maruti Eeco 5 Seater AC BSIV,2.56 Lakh,"99,569 kms",Petrol,Manual,3rd Owner,2016,1197 cc,5 Seats,"September 27, 2016"
4767,Hyundai i20 Sportz Petrol,2.40 Lakh,"77,537 kms",Petrol,Manual,2nd Owner,2010,995 cc,5 Seats,"January 17, 2010"
4768,Maruti Wagon R LXI BS IV,2.39 Lakh,"55,026 kms",Petrol,Manual,1st Owner,2013,998 cc,7 Seats,"December 11, 2013"
4769,Renault Pulse RxL,2.99 Lakh,"73,081 kms",Diesel,Manual,1st Owner,2014,2494 cc,5 Seats,"September 12, 2014"
4770,Honda Accord 2.4 AT,3.05 Lakh,"1,23,149 kms",Petrol,Automatic,2nd Owner,2010,1061 cc,5 Seats,"December 05, 2010"
4771,Maruti Swift Dzire VDI,4.69 Lakh,"81,759 kms",Diesel,Manual,1st Owner,2015,796 cc,5 Seats,"April 12, 2015"
4772,Maruti Swift LXI BSIV,3.64 Lakh,"58,766 kms",Petrol,Manual,1st Owner,2015,1248 cc,5 Seats,"October 18, 2015"
4773,Maruti Swift Dzire VXI,3.61 Lakh,"74,886 kms",Petrol,Manual,1st Owner,2014,1497 cc,5 Seats,"May 17, 2014"
4774,Chevrolet Spark 1.0 LT,"73,784","74,008 kms",Petrol,Manual,4th Owner,2008,1198 cc,7 Seats,"February 11, 2008"
4775,Maruti Wagon R VXI,6.40 Lakh,"3,809 kms",Petrol,Manual,1st Owner,2022,1197 cc,5 Seats,"July 21, 2022"
4776,Toyota Innova 2.5 GX (Diesel) 8 Seater,8.25 Lakh,"1,37,000 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,"May 08, 2015"
4777,Maruti Zen Estilo 1.1 LXI BSIII,1.05 Lakh,"1,04,817 kms",Petrol,Manual,2nd Owner,2009,1120 cc,5 Seats,"November 19, 2009"
4778,Maruti Alto 800 LXI,3.45 Lakh,"10,666 kms",Petrol,Manual,1st Owner,2020,1373 cc,5 Seats,"July 14, 2020"
4779,Maruti Swift VDI,3.80 Lakh,"74,124 kms",Diesel,Manual,2nd Owner,2013,1956 cc,5 Seats,"May 03, 2013"
4780,Mahindra Marazzo M8,8.97 Lakh,"92,167 kms",Diesel,Manual,2nd Owner,2018,1199 cc,5 Seats,"September 26, 2018"
4781,Honda Brio 1.2 S MT,4.11 Lakh,"32,111 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats,"July 01, 2017"
4782,Hyundai i10 Sportz,1.85 Lakh,"1,11,986 kms",Petrol,Manual,1st Owner,2010,1497 cc,5 Seats,"March 21, 2010"
4783,Maruti Ritz VXI,1.85 Lakh,"89,451 kms",Petrol,Manual,4th Owner,2010,1995 cc,5 Seats,"January 26, 2010"
4784,Hyundai Xcent 1.1 CRDi SX Option,3.65 Lakh,"82,990 kms",Diesel,Manual,1st Owner,2014,1497 cc,5 Seats,"August 27, 2014"
4785,Maruti Ciaz ZXi,5.11 Lakh,"88,621 kms",Petrol,Manual,1st Owner,2014,1396 cc,5 Seats,"March 03, 2014"
4786,Tata New Safari XZA Plus AT,20.23 Lakh,"13,690 kms",Diesel,Automatic,1st Owner,2022,1995 cc,6 Seats,"December 15, 2022"
4787,Honda Amaze S Petrol,6.62 Lakh,"15,712 kms",Petrol,Manual,1st Owner,2020,1968 cc,7 Seats,"September 23, 2020"
4788,Maruti Vitara Brezza ZDi,7.90 Lakh,"72,500 kms",Diesel,Manual,1st Owner,2017,1047 cc,5 Seats,"March 17, 2017"
4789,Mahindra XUV300 W8 Option Diesel BSIV,10.25 Lakh,"82,000 kms",Diesel,Manual,1st Owner,2019,1196 cc,5 Seats,"December 07, 2019"
4790,Renault Koleos 4X4 MT,6.20 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2016,1396 cc,5 Seats,"November 04, 2016"
4791,Honda City EXi,2.90 Lakh,"1,20,000 kms",Petrol,Manual,2nd Owner,2008,1462 cc,5 Seats,"April 27, 2008"
4792,Hyundai i20 Asta Option Diesel,6.90 Lakh,"65,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats,"March 16, 2017"
4793,BMW X1 sDrive20d Expedition,32 Lakh,"18,000 kms",Diesel,Automatic,1st Owner,2020,1197 cc,7 Seats,"May 09, 2020"
4794,Volkswagen Tiguan 2.0 TDI Highline,21 Lakh,"56,500 kms",Diesel,Automatic,1st Owner,2018,1598 cc,5 Seats,"February 02, 2018"
4795,Tata Tiago 1.05 Revotorq XZ,3.65 Lakh,"80,381 kms",Diesel,Manual,2nd Owner,2017,1461 cc,5 Seats,"September 24, 2017"
4796,Maruti Eeco 5 Seater AC BSIV,2.42 Lakh,"78,220 kms",Petrol,Manual,3rd Owner,2014,1047 cc,7 Seats,"September 08, 2014"
4797,Hyundai i20 Magna Plus Diesel,6.46 Lakh,"91,412 kms",Diesel,Manual,1st Owner,2019,1198 cc,5 Seats,"September 25, 2019"
4798,Maruti XL6 Alpha,7.93 Lakh,"97,295 kms",Petrol,Manual,1st Owner,2019,2157 cc,5 Seats,"August 21, 2019"
4799,Honda Mobilio S i-DTEC,5.90 Lakh,"58,300 kms",Diesel,Manual,1st Owner,2016,999 cc,5 Seats,"July 25, 2016"
4800,Maruti Swift Dzire VXI 1.2,5.26 Lakh,"68,031 kms",Petrol,Manual,2nd Owner,2017,799 cc,5 Seats,"October 04, 2017"
4801,Skoda Rapid 1.6 TDI Ambition,2.76 Lakh,"94,405 kms",Diesel,Manual,3rd Owner,2012,2982 cc,6 Seats,"August 28, 2012"
4802,Renault Duster 85PS Diesel RxS,6.75 Lakh,"58,200 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats,"December 26, 2017"
4803,Tata Tigor 1.05 Revotorq XT,5.25 Lakh,"58,000 kms",Diesel,Manual,1st Owner,2018,1198 cc,5 Seats,"August 16, 2018"
4804,Mahindra KUV 100 NXT D75 K8 5Str,4.65 Lakh,"62,000 kms",Diesel,Manual,1st Owner,2018,1498 cc,5 Seats,"May 18, 2018"
4805,Mahindra Alturas G4 4X4 AT,25.25 Lakh,"99,000 kms",Diesel,Automatic,1st Owner,2020,1497 cc,5 Seats,"April 17, 2020"
4806,Renault KWID 1.0 RXT Optional,3.44 Lakh,"32,875 kms",Petrol,Manual,1st Owner,2018,1198 cc,5 Seats,"September 09, 2018"
4807,Renault KWID RXT,2.64 Lakh,"31,951 kms",Petrol,Manual,2nd Owner,2016,1197 cc,5 Seats,"October 21, 2016"
4808,Toyota Fortuner 4x2 Manual,15.21 Lakh,"74,300 kms",Diesel,Manual,1st Owner,2014,1198 cc,5 Seats,"May 10, 2014"
4809,Skoda Rapid 1.5 TDI Style Plus,6.90 Lakh,"91,100 kms",Diesel,Manual,1st Owner,2016,1498 cc,5 Seats,"February 12, 2016"
4810,Tata Nexon 1.2 Revotron XM,6.51 Lakh,"15,601 kms",Petrol,Manual,1st Owner,2018,1968 cc,7 Seats,"August 09, 2018"
4811,Volkswagen Polo 1.5 TDI Highline,4.95 Lakh,"64,300 kms",Diesel,Manual,1st Owner,2015,796 cc,5 Seats,"May 09, 2015"
4812,Honda City i VTEC CVT VX,7.50 Lakh,"89,772 kms",Petrol,Automatic,1st Owner,2016,1197 cc,5 Seats,"May 18, 2016"
4813,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,3.84 Lakh,"66,078 kms",Diesel,Manual,1st Owner,2017,814 cc,5 Seats,"August 14, 2017"
4814,Hyundai i20 Asta 1.2,4.35 Lakh,"75,317 kms",Petrol,Manual,2nd Owner,2014,1498 cc,5 Seats,"November 21, 2014"
4815,Skoda Fabia 1.2 MPI Elegance,1.78 Lakh,"73,263 kms",Petrol,Manual,2nd Owner,2011,2199 cc,5 Seats,"January 16, 2011"
4816,Honda City i DTEC SV,4.45 Lakh,"1,21,816 kms",Diesel,Manual,1st Owner,2014,1248 cc,5 Seats,"October 21, 2014"
4817,Volkswagen Tiguan 2.0 TDI Highline,22.25 Lakh,"1,04,000 kms",Diesel,Automatic,1st Owner,2017,999 cc,5 Seats,"September 23, 2017"
4818,Maruti Alto 800 LXI,2.27 Lakh,"45,877 kms",Petrol,Manual,1st Owner,2016,1461 cc,5 Seats,"February 25, 2016"
4819,Maruti Swift VXI,4.94 Lakh,"38,922 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,"October 17, 2018"
4820,Hyundai EON Era Plus,2.43 Lakh,"51,612 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats,"September 04, 2015"
4821,Volkswagen Vento 1.5 TDI Comfortline AT,4.72 Lakh,"1,01,695 kms",Diesel,Automatic,3rd Owner,2015,1197 cc,5 Seats,"September 18, 2015"
4822,Hyundai Santa Fe 2WD AT,10.52 Lakh,"94,786 kms",Diesel,Automatic,2nd Owner,2015,1186 cc,5 Seats,"November 18, 2015"
4823,Maruti Swift VDI BSIV,2.14 Lakh,"2,30,510 kms",Diesel,Manual,1st Owner,2011,1582 cc,5 Seats,"September 05, 2011"
4824,Nissan Magnite XV Premium,8.49 Lakh,"10,905 kms",Petrol,Manual,1st Owner,2021,1198 cc,5 Seats,"July 06, 2021"
4825,Renault Scala Diesel RxL,2.97 Lakh,"71,336 kms",Diesel,Manual,2nd Owner,2014,1199 cc,5 Seats,"March 01, 2014"
4826,Maruti Swift VXI,5.82 Lakh,"6,356 kms",Petrol,Manual,1st Owner,2021,1248 cc,5 Seats,"January 01, 2021"
4827,Maruti Wagon R LXI BS IV,2.72 Lakh,"77,065 kms",Petrol,Manual,1st Owner,2014,1197 cc,5 Seats,"November 06, 2014"
4828,Hyundai i10 Sportz 1.2 AT,1.84 Lakh,"54,885 kms",Petrol,Automatic,3rd Owner,2009,1197 cc,5 Seats,"July 13, 2009"
4829,Hyundai Grand i10 1.2 CRDi Sportz Option,4.29 Lakh,"82,621 kms",Diesel,Manual,1st Owner,2018,1591 cc,5 Seats,"May 09, 2018"
4830,Hyundai Creta 1.6 CRDi SX,11.09 Lakh,"46,095 kms",Diesel,Manual,1st Owner,2019,998 cc,8 Seats,"May 12, 2019"
4831,Honda Brio S MT,3.22 Lakh,"45,162 kms",Petrol,Manual,1st Owner,2015,1956 cc,6 Seats,"July 07, 2015"
4832,Tata Tiago 1.2 Revotron XT,4.24 Lakh,"26,680 kms",Petrol,Manual,1st Owner,2018,1498 cc,5 Seats,"October 21, 2018"
4833,Maruti Swift Vdi BSIII,1.52 Lakh,"1,50,112 kms",Diesel,Manual,5th Owner,2009,1197 cc,5 Seats,"October 28, 2009"
4834,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,5.10 Lakh,"58,386 kms",Petrol,Manual,2nd Owner,2019,998 cc,5 Seats,"June 27, 2019"
4835,Maruti Swift Dzire VXI,2.86 Lakh,"75,963 kms",Petrol,Manual,3rd Owner,2012,2494 cc,5 Seats,"June 13, 2012"
4836,Hyundai Creta 1.6 SX Automatic,12.63 Lakh,"25,099 kms",Petrol,Automatic,1st Owner,2019,1198 cc,5 Seats,"September 18, 2019"
4837,Maruti Celerio VXI,3.10 Lakh,"42,101 kms",Petrol,Manual,1st Owner,2015,1984 cc,5 Seats,"May 10, 2015"
4838,Tata Harrier XZ Dual Tone,10.89 Lakh,"23,129 kms",Diesel,Manual,1st Owner,2021,998 cc,5 Seats,"June 06, 2021"
4839,Honda Amaze VX i-DTEC,4.75 Lakh,"62,000 kms",Diesel,Manual,1st Owner,2015,1248 cc,5 Seats,"September 12, 2015"
4840,Maruti Swift Dzire VXI,4.20 Lakh,"67,715 kms",Petrol,Manual,1st Owner,2015,1497 cc,5 Seats,"December 15, 2015"
4841,Maruti Wagon R VXI,1 Lakh,"59,726 kms",Petrol,Manual,1st Owner,2002,1248 cc,5 Seats,"July 03, 2002"
4842,Toyota Innova 2.5 GX (Diesel) 8 Seater,7.60 Lakh,"1,68,292 kms",Diesel,Manual,2nd Owner,2015,1498 cc,5 Seats,"February 12, 2015"
4843,Mahindra KUV 100 NXT G80 K2,3.30 Lakh,"84,825 kms",Petrol,Manual,1st Owner,2018,999 cc,5 Seats,"November 06, 2018"
4844,Skoda Superb LK 2.0 TDI AT,17.55 Lakh,"1,40,785 kms",Diesel,Automatic,1st Owner,2017,1582 cc,5 Seats,"April 27, 2017"
4845,Maruti Wagon R VXI BS IV,2.16 Lakh,"28,037 kms",Petrol,Manual,1st Owner,2012,1956 cc,5 Seats,"February 27, 2012"
4846,Maruti Swift VDI,2.86 Lakh,"80,789 kms",Diesel,Manual,3rd Owner,2012,998 cc,5 Seats,"February 16, 2012"
4847,Hyundai Creta S,12.90 Lakh,"16,968 kms",Petrol,Manual,1st Owner,2020,1497 cc,5 Seats,"April 11, 2020"
4848,Maruti Swift Dzire AMT ZDI,5.94 Lakh,"23,338 kms",Diesel,Automatic,1st Owner,2016,1498 cc,5 Seats,"December 14, 2016"
4849,Ford Ecosport 1.5 DV5 MT Titanium,4.14 Lakh,"88,993 kms",Diesel,Manual,2nd Owner,2013,1199 cc,5 Seats,"March 24, 2013"
4850,Renault KWID 1.0 RXT Optional,3.75 Lakh,"58,342 kms",Petrol,Manual,1st Owner,2018,1582 cc,7 Seats,"October 28, 2018"
4851,Hyundai Verna CRDi 1.6 AT SX Plus,9.80 Lakh,"57,000 kms",Diesel,Automatic,1st Owner,2018,1197 cc,5 Seats,"March 03, 2018"
4852,Tata Harrier XZ,13.90 Lakh,"66,000 kms",Diesel,Manual,1st Owner,2019,995 cc,7 Seats,"April 09, 2019"
4853,Maruti Celerio VXI AT,3.75 Lakh,"58,213 kms",Petrol,Automatic,1st Owner,2014,1086 cc,5 Seats,"October 03, 2014"
4854,Honda City 1.5 V MT,2.76 Lakh,"1,29,760 kms",Petrol,Manual,2nd Owner,2009,1396 cc,5 Seats,"November 15, 2009"
4855,Honda City i-DTEC ZX,10.25 Lakh,"48,100 kms",Diesel,Manual,1st Owner,2018,1498 cc,5 Seats,"December 24, 2018"
4856,Tata Tiago 1.2 Revotron XZ,3.84 Lakh,"48,554 kms",Petrol,Manual,1st Owner,2016,1968 cc,5 Seats,"June 24, 2016"
4857,Hyundai Creta 1.6 CRDi SX Option,10.58 Lakh,"19,787 kms",Diesel,Manual,1st Owner,2017,2179 cc,5 Seats,"December 13, 2017"
4858,Hyundai Grand i10 Sportz,4.49 Lakh,"39,910 kms",Petrol,Manual,1st Owner,2017,1462 cc,5 Seats,"January 27, 2017"
4859,Chevrolet Spark 1.0 LT,"73,784","63,342 kms",Petrol,Manual,1st Owner,2009,1197 cc,5 Seats,"September 02, 2009"
4860,Hyundai i10 Era,2.90 Lakh,"89,000 kms",Petrol,Manual,1st Owner,2011,1248 cc,7 Seats,"November 08, 2011"
4861,Hyundai i20 Magna 1.4 CRDi (Diesel),3.40 Lakh,"89,201 kms",Diesel,Manual,2nd Owner,2013,1968 cc,5 Seats,"March 23, 2013"
4862,Honda Mobilio S i-DTEC,4.23 Lakh,"1,30,151 kms",Diesel,Manual,1st Owner,2015,1298 cc,5 Seats,"October 17, 2015"
4863,Skoda Octavia Elegance 2.0 TDI AT,5.78 Lakh,"1,79,308 kms",Diesel,Automatic,2nd Owner,2013,1495 cc,5 Seats,"July 02, 2013"
4864,Tata Hexa XT,10.50 Lakh,"58,000 kms",Diesel,Manual,1st Owner,2018,1461 cc,5 Seats,"January 23, 2018"
4865,Maruti Ciaz Alpha Automatic BSIV,9.03 Lakh,"24,311 kms",Petrol,Automatic,1st Owner,2019,2179 cc,5 Seats,"November 11, 2019"
4866,Toyota Etios Liva G,3.36 Lakh,"81,899 kms",Petrol,Manual,1st Owner,2014,814 cc,7 Seats,"April 21, 2014"
4867,Maruti Vitara Brezza VDi Option,6.68 Lakh,"45,795 kms",Diesel,Manual,1st Owner,2017,1248 cc,8 Seats,"June 02, 2017"
4868,Skoda New Laura Ambiente 2.0 TDI CR MT,3.41 Lakh,"95,884 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats,"June 16, 2013"
4869,Maruti Swift 1.3 VXi,1.47 Lakh,"89,657 kms",Petrol,Manual,1st Owner,2008,1199 cc,6 Seats,"February 05, 2008"
4870,Hyundai Accent GLE,1.35 Lakh,"1,16,416 kms",Petrol,Manual,3rd Owner,2010,1197 cc,5 Seats,"December 15, 2010"
4871,Renault Duster 85PS Diesel RxL Optional,3.14 Lakh,"90,198 kms",Diesel,Manual,2nd Owner,2012,1498 cc,5 Seats,"November 09, 2012"
4872,Mahindra XUV500 W6 2WD,7.73 Lakh,"73,230 kms",Diesel,Manual,1st Owner,2016,2494 cc,5 Seats,"December 04, 2016"
4873,Hyundai EON Era,1.38 Lakh,"1,34,279 kms",Petrol,Manual,1st Owner,2011,1956 cc,5 Seats,"December 18, 2011"
4874,Maruti Ciaz ZDi Plus SHVS,5.88 Lakh,"64,933 kms",Diesel,Manual,2nd Owner,2015,1451 cc,5 Seats,"April 07, 2015"
4875,Maruti Ciaz VDi Plus SHVS,5.06 Lakh,"81,114 kms",Diesel,Manual,4th Owner,2016,1198 cc,5 Seats,"May 25, 2016"
4876,Honda Jazz 1.2 VX i VTEC,4.44 Lakh,"60,923 kms",Petrol,Manual,3rd Owner,2016,1248 cc,5 Seats,"March 08, 2016"
4877,Hyundai i20 Magna,2.20 Lakh,"92,573 kms",Petrol,Manual,1st Owner,2010,1582 cc,5 Seats,"April 09, 2010"
4878,Honda Mobilio V i-DTEC,4.56 Lakh,"65,281 kms",Diesel,Manual,2nd Owner,2015,1197 cc,8 Seats,"July 16, 2015"
4879,Toyota Innova 2.5 VX (Diesel) 8 Seater,8.57 Lakh,"1,38,448 kms",Diesel,Manual,2nd Owner,2015,1598 cc,5 Seats,"November 06, 2015"
4880,Jeep Compass 2.0 Limited Option 4X4 Black,12.58 Lakh,"86,513 kms",Diesel,Manual,2nd Owner,2018,1120 cc,5 Seats,"September 06, 2018"
4881,MG Hector Plus Sharp Hybrid MT,16.57 Lakh,"18,697 kms",Petrol,Manual,1st Owner,2020,999 cc,5 Seats,"August 09, 2020"
4882,Honda Brio S MT,3.68 Lakh,"71,735 kms",Petrol,Manual,2nd Owner,2016,1197 cc,5 Seats,"March 28, 2016"
4883,Maruti Vitara Brezza VDi,5.95 Lakh,"72,316 kms",Diesel,Manual,2nd Owner,2016,2494 cc,7 Seats,"September 26, 2016"
4884,Hyundai Verna 1.6 CRDi SX,6.25 Lakh,"87,770 kms",Diesel,Manual,1st Owner,2016,1248 cc,5 Seats,"August 04, 2016"
4885,Hyundai i20 Magna Plus BSIV,5.68 Lakh,"25,890 kms",Petrol,Manual,1st Owner,2019,1598 cc,5 Seats,"April 27, 2019"
4886,Volkswagen Vento Petrol Comfortline,3.20 Lakh,"81,426 kms",Petrol,Manual,2nd Owner,2013,1591 cc,5 Seats,"August 09, 2013"
4887,Hyundai Grand i10 CRDi Sportz,3.09 Lakh,"1,07,868 kms",Diesel,Manual,1st Owner,2014,1199 cc,5 Seats,"June 14, 2014"
4888,Renault KWID 1.0 RXT,3.40 Lakh,"23,434 kms",Petrol,Manual,1st Owner,2018,999 cc,7 Seats,"June 08, 2018"
4889,Maruti Baleno 1.2 Zeta,5.58 Lakh,"21,099 kms",Petrol,Manual,1st Owner,2017,1582 cc,5 Seats,"February 15, 2017"
4890,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,3.72 Lakh,"1,96,320 kms",Diesel,Manual,2nd Owner,2010,1248 cc,5 Seats,"April 05, 2010"
4891,Tata Indica Aura 1.3 Quadrajet,1.41 Lakh,"51,650 kms",Diesel,Manual,2nd Owner,2009,1364 cc,5 Seats,"October 10, 2009"
4892,Volkswagen Vento 1.6 Highline,6.20 Lakh,"44,091 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats,"February 16, 2016"
4893,Hyundai Creta 1.6 VTVT SX Plus,9.16 Lakh,"33,231 kms",Petrol,Manual,2nd Owner,2017,1248 cc,5 Seats,"February 13, 2017"
4894,Tata Altroz XM plus,6.75 Lakh,"7,027 kms",Petrol,Manual,1st Owner,2021,1462 cc,5 Seats,"March 06, 2021"
4895,Renault Triber RXL,6.87 Lakh,"5,570 kms",Petrol,Manual,1st Owner,2021,1248 cc,5 Seats,"December 15, 2021"
4896,Hyundai Creta 1.6 CRDi SX,9.40 Lakh,"72,500 kms",Diesel,Manual,1st Owner,2016,936 cc,5 Seats,"November 16, 2016"
4897,Maruti Swift VDI,2.86 Lakh,"1,14,638 kms",Diesel,Manual,2nd Owner,2012,998 cc,5 Seats,"September 10, 2012"
4898,Toyota Etios GD SP,3.50 Lakh,"72,200 kms",Diesel,Manual,1st Owner,2013,1373 cc,5 Seats,"July 22, 2013"
4899,Jeep Compass 2.0 Longitude Option,11.90 Lakh,"61,300 kms",Diesel,Manual,1st Owner,2018,1199 cc,5 Seats,"October 17, 2018"
4900,Maruti Ertiga VDI,4.13 Lakh,"2,45,456 kms",Diesel,Manual,1st Owner,2013,1497 cc,7 Seats,"May 24, 2013"
4901,Maruti Ciaz Delta,8.49 Lakh,"52,200 kms",Petrol,Manual,1st Owner,2019,999 cc,5 Seats,"July 26, 2019"
4902,Maruti Ciaz ZDi Plus,5.90 Lakh,"75,000 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,"June 27, 2015"
4903,Chevrolet Beat Diesel LT,1.60 Lakh,"68,669 kms",Diesel,Manual,1st Owner,2011,1248 cc,5 Seats,"March 01, 2011"
